Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
wiki bob marley,Chrome 126.0.0.0,,,04-07-2024 13:56:50,04-07-2024 13:57:10,19.641s,PASSED
,,,,,,,
Test Cases/Wikipedia/Open Bob Marley,Chrome 126.0.0.0,,,04-07-2024 13:56:50,04-07-2024 13:57:10,19.450s,PASSED
"openBrowser(""https://www.wikipedia.org/"")",Chrome 126.0.0.0,,,04-07-2024 13:56:51,04-07-2024 13:56:58,7.650s,PASSED
"setText(findTestObject(""Wikipedia/box wikipedia search""), ""Bob Marley"")",Chrome 126.0.0.0,,,04-07-2024 13:56:58,04-07-2024 13:56:59,0.906s,PASSED
delay(3),Chrome 126.0.0.0,,,04-07-2024 13:56:59,04-07-2024 13:57:02,3.050s,PASSED
"click(findTestObject(""Wikipedia/klik button search""))",Chrome 126.0.0.0,,,04-07-2024 13:57:02,04-07-2024 13:57:06,3.539s,PASSED
delay(4),Chrome 126.0.0.0,,,04-07-2024 13:57:06,04-07-2024 13:57:10,4.010s,PASSED
