Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
loginm3,,,,09-07-2024 14:59:02,09-07-2024 14:59:03,1.499s,FAILED
,,,,,,,
Test Cases/Wikipedia/Open AC Milan,,,,09-07-2024 14:59:03,09-07-2024 14:59:03,0.068s,FAILED
"a = ""https://www.wikipedia.org/""",,,,09-07-2024 14:59:03,09-07-2024 14:59:03,0.001s,PASSED
openBrowser(a),,,,09-07-2024 14:59:03,09-07-2024 14:59:03,0.025s,FAILED
